13.276286125183105
20.550321578979492
21.852188110351562
1.6404589414596558,1.6302305459976196,1.458195686340332,1.1522520780563354,1.2741338014602661,1.2698386907577515
14.106846809387207,8.067047119140625,7.124763011932373,11.050803184509277,2.72108793258667,18.037343978881836,17.771257400512695,13.191844940185547,5.352165699005127,8.447032928466797,8.335177421569824,13.107767105102539,15.066546440124512,7.3729047775268555,5.379328727722168,1.1555736064910889,2.0545594692230225,13.239459991455078,6.0700836181640625,2.7426023483276367,29.10095977783203,26.630765914916992,14.31163501739502,8.019009590148926,15.41739559173584,1.7640764713287354,13.883360862731934,14.459268569946289,19.06429100036621,7.456179141998291,2.14121413230896,8.273279190063477,3.6819329261779785,3.975522518157959,8.21589183807373,5.741844654083252,3.528230667114258,6.88919734954834,2.0878562927246094,24.624774932861328,4.826165199279785,13.089387893676758,2.865856647491455,32.69419479370117,2.9976954460144043,4.788887977600098,36.61487579345703,13.080233573913574,5.38673210144043,3.675473928451538,18.868505477905273,48.43689727783203,27.96530532836914,4.802791118621826,5.105047702789307,1.064210057258606,5.605553150177002,44.816593170166016,9.12840747833252,20.435131072998047,9.446282386779785,2.806300640106201,7.321765899658203,11.736790657043457,13.203336715698242,7.799674987792969,2.0913853645324707,4.198812007904053,4.721617698669434,8.48631763458252,3.173840045928955,15.4185152053833,11.81291675567627,6.112881660461426,8.787276268005371,2.6807827949523926,1.5362027883529663,6.0579705238342285,11.424151420593262,5.727968215942383,14.83984375,4.06632137298584,2.721740245819092,6.791934967041016,7.982698917388916,20.748661041259766,13.204951286315918,6.185421943664551,9.840927124023438,7.872968673706055,42.13251876831055,11.666049003601074,6.5601887702941895,5.927224636077881,2.240003824234009,8.279301643371582,5.661129951477051,1.870130181312561,11.901799201965332,3.305109977722168,4.587189197540283,2.917358160018921,8.584418296813965,5.043182373046875,5.49724817276001,14.501592636108398,2.2917959690093994,4.496548652648926,3.243992328643799,9.701621055603027,3.2344415187835693,2.0680103302001953,17.08519744873047,2.6185193061828613,3.1270439624786377,8.383103370666504,4.940323829650879
2.1197359561920166,1.599219799041748,1.5173741579055786,1.8567885160446167,1.131435751914978,2.4516708850860596,2.430908679962158,2.0404465198516846,1.362524151802063,1.6319103240966797,1.62181556224823,2.0335917472839355,2.2016468048095703,1.53865647315979,1.3649513721466064,1.0235642194747925,1.0725706815719604,2.044556140899658,1.4251532554626465,1.1333589553833008,3.3568482398986816,3.1615724563598633,2.1361753940582275,1.5950623750686646,2.2308948040008545,1.0472341775894165,2.10072660446167,2.1490633487701416,2.5390617847442627,1.545685887336731,1.0803672075271606,1.616642951965332,1.2160725593566895,1.241811752319336,1.611847162246704,1.39656400680542,1.202659249305725,1.496653437614441,1.075567364692688
2.3024888038635254

12.366174697875977,10.865411758422852
12.296124458312988,12.128459930419922,19.26417350769043,22.158763885498047,10.678461074829102,7.665349960327148,1.2485597133636475,2.616572141647339,19.45561408996582,8.710445404052734

