xenon
xe
54
124	0.00095	0	0
126	0.00089	0	0
128	0.01910	0	11
129	0.26401	0.5	12
130	0.04071	0	13
131	0.21232	1.5	14
132	0.26909	0	15
134	0.10436	0	16
136	0.08857	0	17
