cs1,cs2
113.82746,2430.076
105.028366,3846.7656
92.792366,3393.8833
19.083263,1208.0554
7.339734,1183.9802
77.35458,3990.7893
22.943693,1222.8181
73.45235,3344.3193
82.85609,2107.2422
25.678614,1452.2819
62.973164,2640.1777
67.418526,2647.693
5.6007867,757.1792
38.881615,2231.7212
33.329865,1697.5564
112.756775,2114.287
30.37849,1464.5338
87.26237,3768.5425
70.954285,2223.9124
99.16931,3204.9082
82.910225,3337.0796
8.532876,985.77704
32.40256,3005.3538
100.0743,3112.8484
41.657486,2658.1892
83.25649,2176.533
106.0827,3350.212
26.721075,2208.4844
8.476319,1142.8986
22.372375,1438.8112
88.51376,2773.6555
56.866577,5073.6997
63.760708,2811.3743
99.5847,3242.5205
9.29408,1534.2345
4.9859147,475.78638
87.6225,2909.314
91.68699,2741.4653
81.2425,2219.9697
70.18344,2517.937
6.9045167,1074.2772
19.369295,1470.0704
65.01948,2765.2214
49.02147,2274.4792
36.867287,1893.4706
67.87165,3223.0657
49.135826,1512.6781
13.88917,1840.4604
2.3125646,771.3042
100.79768,2112.9553
23.104582,1999.0465
4.017097,369.65497
40.771065,1695.2429
111.52664,2389.4822
35.05385,1810.2749
117.71804,3134.7932
36.27759,2683.3655
107.23406,1882.7192
36.5706,2468.2598
110.24335,4408.9136
51.005455,1514.4315
92.681335,3323.2075
8.485183,1472.4937
11.974081,1719.167
1.8384988,993.4349
9.497475,1230.2246
55.918034,2462.5984
41.187546,2403.9004
90.46005,3115.9832
66.59081,2930.6196
37.41618,2428.3367
65.141685,1715.2542
4.4657407,784.9553
30.74435,2013.8948
24.982563,1712.1564
35.329388,1904.9675
83.278656,3675.6604
117.019135,4583.716
42.647964,2013.7241
82.986984,3130.3364
6.8785086,885.58075
68.79098,3401.1882
6.8670216,1319.1104
9.699171,880.45105
65.99073,3363.5024
35.020275,2630.192
78.35022,2442.3088
106.7431,3209.5757
54.926926,2026.5027
31.408789,2061.842
47.575535,1477.0479
56.62184,2385.7854
28.816769,2224.8682
107.45562,1574.3857
104.35971,3858.5134
49.51144,2301.2397
83.31222,3468.89
22.590036,1312.9218
44.423824,2293.7942
81.463104,2252.561
81.89565,3064.8801
9.358046,1299.784
47.808083,1959.2314
61.217648,3140.0913
72.195045,2451.3108
104.40499,1868.6199
82.28208,3323.132
21.4394,1048.0319
32.35873,1600.929
64.04516,2145.877
42.813614,2241.446
104.8287,2448.1394
48.822098,2545.9607
62.059227,2804.324
73.7018,3150.1182
33.858215,3792.9258
68.20201,2756.0266
19.07415,1793.8176
8.17483,1465.4948
11.929254,1580.4181
12.652393,1416.3448
92.24605,3738.3132
90.455696,4507.6006
86.43144,4160.609
82.55363,2188.2686
9.759994,1346.1449
66.224106,2294.2163
90.38879,3022.915
105.92834,3023.5952
32.969757,1391.8647
59.326084,2050.5796
36.03899,2656.6519
5.47657,914.94336
95.26218,3176.1846
79.492645,3202.883
32.99378,1769.241
8.075781,1277.5862
20.40775,1630.781
7.680423,1211.5635
55.233406,2906.9648
42.147,2361.258
17.588146,1736.0579
70.529564,2872.1025
81.08918,2471.6338
46.396442,3083.2249
26.924004,1966.1847
30.90825,2371.6616
30.875093,1977.8483
3.921519,978.7602
47.854458,1980.3077
41.45583,2518.2415
44.021305,2347.682
73.75393,2769.9138
2.0594609,691.8527
28.1424,2092.2542
49.766384,1886.978
2.7331522,566.5835
77.09509,2859.227
47.13739,2581.3042
45.291656,2458.277
24.480253,2554.3
73.32044,2807.0432
9.083849,1192.5405
32.75263,2756.0427
96.279205,3501.9446
78.36303,2596.9895
5.320134,1388.249
85.98635,3893.9387
31.340475,1898.6306
40.81006,1326.6111
106.433495,3482.6082
93.81986,3134.3916
65.53532,1810.5282
25.551443,2814.0212
40.7746,1990.8574
52.07914,2264.6409
15.820382,1579.0073
10.919463,2104.7654
26.7056,1862.7148
102.2271,2973.966
122.64241,3624.7742
39.17141,1681.0566
42.511536,1845.7152
30.27235,2335.7498
41.303802,2505.1633
79.02627,2372.7087
5.699447,1293.8645
30.99343,2008.7427
73.959114,2811.5022
71.55727,3532.764
41.590145,2021.5898
56.263058,2498.669
71.26663,3411.3362
11.020604,1284.3252
79.64139,4467.9473
15.624552,2109.697
25.56707,2334.364
30.61586,1494.1327
79.14497,2943.6755
24.541967,1220.3519
69.13361,2981.669
1.7038347,804.61975
5.6339574,1471.6691
74.39766,3207.274
11.857322,1359.2013
9.768843,880.9919
44.14004,3923.8193
26.659525,2236.902
21.080141,2234.8381
4.9242754,736.0284
79.0698,3080.2004
51.30326,2189.0295
39.656166,1833.6187
76.10983,2517.6863
103.6257,1805.3484
14.8752575,1104.3634
88.21855,1726.0225
38.48522,1705.8862
36.17477,1929.5126
23.814798,1483.521
69.429634,1779.5609
102.826744,3885.302
32.280476,2272.2654
18.531952,1434.4908
75.911766,2721.0012
1.7697083,757.21716
90.05141,2289.96
23.860353,1609.3761
52.865257,1631.4558
34.657158,1616.501
63.804344,2982.361
42.64523,3406.882
34.019505,2953.0413
9.041965,1264.6421
29.78261,2710.2495
20.459188,2619.8892
17.280119,1147.6057
5.049042,697.00073
2.71974,1425.816
22.951378,2524.517
35.28043,1514.9468
12.765606,1205.2076
35.94002,2415.8022
37.71352,2147.1284
63.542507,2886.84
7.244233,1039.743
8.712097,689.3849
28.608683,1104.3694
62.268044,2688.17
4.47625,942.0751
92.11734,2151.9624
42.32819,2090.874
37.85593,1445.8312
90.72551,3641.708
52.35597,2594.8245
73.37548,3161.4456
10.449242,1232.7074
27.799421,1824.2511
8.595491,924.59344
27.050291,1555.7399
54.62416,2508.246
89.65428,2880.6296
47.08405,2122.0012
101.131454,3841.2598
38.922203,2475.6135
78.208305,3275.5632
2.0594325,485.3425
31.929052,2341.0693
55.575108,3163.007
78.49137,3088.3333
15.533674,1563.8176
58.43155,1549.198
80.87311,2393.2192
5.7344675,1747.389
21.181128,1790.6392
23.470459,2194.7512
115.775635,2169.8762
64.25941,2032.9252
33.183224,1632.3842
4.8653846,1128.978
45.71812,2533.561
33.250282,2341.7388
57.626472,2667.0073
80.947296,2745.4219
92.89963,2966.9385
87.27771,3771.4292
104.79986,2932.0457
24.274443,2133.3467
59.429813,3385.0046
96.65202,3204.6147
59.48365,3449.0854
19.808863,1923.7065
118.84405,3677.1401
42.181755,2753.1506
88.4346,3131.4492
100.08513,2669.2822
34.22711,2153.8274
41.096794,1331.1523
18.404825,2023.704
48.641876,3082.302
44.35334,2957.2158
75.71234,2505.1619
18.977907,1294.8235
15.664839,1541.7344
87.81772,3498.8896
59.298615,1657.5762
12.4429455,1745.8434
12.824278,2196.6597
15.651401,1385.175
25.3804,1781.4906
130.62921,1070.6003
15.31406,1379.1847
77.33148,2712.6514
13.682717,1140.5886
48.354855,2717.6958
80.66208,2916.4138
159.33783,2709.3064
23.262255,2207.7227
69.02725,2699.7166
84.6815,2807.8552
9.894327,900.29407
106.79029,3704.0442
41.186325,2389.291
60.47904,2750.5884
50.306084,3332.898
69.971565,2983.7722
35.98894,1910.3738
105.32979,3424.9583
115.058716,4420.111
120.40554,3246.6882
102.93113,4199.244
23.335619,1426.9509
24.91107,1868.0387
3.4663625,684.6184
75.99571,2981.971
14.014531,1971.7031
8.322666,1076.0499
47.684418,1678.4934
45.195393,2560.629
81.07075,2513.506
48.646175,2152.541
53.75949,3829.813
82.55895,3322.6624
41.071526,2606.7837
103.4994,3582.1902
90.14659,3577.7827
18.65925,1970.5522
96.16613,2767.8943
66.62224,2319.1616
83.32425,3124.345
94.89465,3124.0442
49.62573,2615.6584
63.428585,3026.2544
45.557404,2259.9941
27.320816,1417.0514
130.21153,3841.996
79.03937,4132.444
2.7880085,1304.8816
50.304344,2284.2637
43.662766,2777.6726
125.39347,2573.582
25.54073,2452.314
35.407513,2068.2456
7.297236,840.1657
23.255598,1671.7213
83.89769,3428.126
74.26596,3293.5706
65.40696,2371.9807
46.108665,2363.6938
117.46997,3133.8108
105.423676,3910.845
8.250273,1094.744
56.04888,2531.2456
26.544224,1919.3947
78.72294,3456.803
33.198242,1764.7134
107.46814,3061.3665
43.255646,2480.29
45.445374,2505.46
126.94241,2880.3145
70.25004,2458.9102
3.3025296,947.8065
10.6237,1287.5764
5.1030283,950.7647
2.9838262,854.19165
71.729836,3396.877
42.532738,2418.3127
57.762367,2550.2085
63.99659,2653.3398
23.537104,1736.3861
96.45179,3025.697
22.032274,1723.4045
26.049524,2093.1816
99.563156,2050.4866
38.42217,2426.266
51.354942,2879.2207
91.223946,3610.8833
60.011208,2350.978
38.24579,1947.8944
7.029035,818.59625
22.30288,1508.8491
73.03028,3902.3777
64.11155,3326.7795
67.75987,2338.11
85.60684,2896.8245
60.944588,3477.013
3.0002425,810.8778
101.87206,3645.2322
69.354416,2693.794
82.52887,4231.663
2.508101,621.72687
12.008334,1108.8672
52.9271,2160.5266
94.95878,2996.2395
6.474758,589.3933
117.40436,2218.2239
6.6920886,1159.8077
40.006577,2008.1024
48.567932,2562.4795
34.804237,1918.9995
126.06353,3154.2415
103.405945,3625.4539
35.051357,2035.9006
48.555397,2225.4473
93.4328,3516.9368
9.730122,842.67395
61.885365,2714.3215
91.13515,3171.5872
69.661125,2277.1274
55.48467,2741.642
83.51643,3443.9922
56.038216,2529.922
91.26293,3221.4683
113.79671,4093.671
35.553623,1775.1053
3.5685296,596.8243
23.421413,1806.0127
12.778232,1342.0509
118.83045,2770.7122
58.309364,2463.27
13.549606,1151.9176
71.74979,3264.7432
51.35336,2393.7234
9.533853,1528.3717
67.97832,3094.9302
76.26905,3005.0317
65.13963,1706.6206
70.32899,2099.025
63.391407,2839.81
19.44869,2123.6084
84.70775,4715.916
112.41892,3839.37
23.994001,1680.8213
87.37644,3677.8794
20.327864,1317.835
75.62775,2311.0505
90.9614,3070.5547
2.3193665,1351.1688
56.26785,2991.8545
30.498337,2065.671
90.733536,3472.0457
12.112598,1260.1971
75.459785,3591.2737
2.2784696,461.4497
124.65694,2547.653
13.271379,1477.3159
34.5439,1966.4398
14.00571,1356.1259
44.511944,2827.6516
13.350596,1868.6588
34.005646,1410.7937
40.59387,2523.874
109.514595,2339.0261
128.90999,3263.9421
41.745907,2916.821
139.31267,3778.8547
11.77755,1083.707
69.13518,3956.3108
84.06685,4242.9346
28.602463,2617.2075
10.2315445,1136.659
13.619411,2176.1172
78.90177,2876.2966
29.079815,2192.8352
30.656105,2172.0115
95.040115,3298.8386
26.6798,2151.7913
41.761047,2467.8242
102.531105,3318.1187
42.86676,2682.3635
111.281685,3596.6572
62.529278,2690.766
3.6626823,1215.8279
75.75565,2872.202
19.425316,1545.5885
41.60698,2718.6682
5.425515,888.36383
5.7081738,1000.5353
52.43283,2361.0442
44.147625,2685.0881
4.21236,504.96207
29.564724,1921.2192
28.783245,2358.1301
19.751749,1849.2418
55.736156,2147.103
71.70352,4282.23
75.1468,3175.9836
47.188732,1723.8928
6.212813,722.4606
40.410824,1772.1486
38.06806,2129.8582
75.45024,1986.9127
98.52515,2949.268
118.91628,1719.0621
90.38876,2510.2324
65.03652,3072.214
18.282719,1420.7051
37.889847,2085.2517
9.337629,974.2608
31.16955,2336.609
1.6991146,867.0073
74.37793,3150.4702
32.95768,2074.6038
10.626378,1644.4589
86.93385,3466.0476
49.232754,1404.0367
20.402077,2349.9114
50.147934,2585.0657
21.419394,1204.1481
84.15759,3052.354
96.073425,4146.5938
10.057482,1525.731
12.136217,1692.6593
32.653778,3324.8325
62.718235,3367.3176
27.955338,1847.6616
77.57066,3238.8928
44.323875,2503.4648
13.644854,1447.852
58.845875,2802.1003
16.088882,1513.9489
14.63926,1343.1252
70.53033,3230.0469
40.19385,2338.9072
71.558075,3231.0981
41.259113,2003.0237
14.872031,1496.0258
101.62895,4054.8816
92.770424,4321.231
57.275024,3149.6643
101.63246,2613.3027
34.270054,2357.9778
104.93193,3436.8193
7.063095,891.88574
72.83118,2971.5977
74.13574,3149.3013
11.369459,1222.585
18.514526,1797.1805
44.487743,2621.8423
43.19076,1387.4891
16.056513,1430.7614
34.59897,2042.1779
81.39889,4108.072
110.31908,269.07547
24.543634,1511.898
92.048,3320.1658
61.672626,2330.8787
30.792353,1664.8945
56.54083,2426.2302
23.376965,2027.7402
135.94339,4107.9453
75.9088,3010.1768
90.43599,3283.3245
63.45475,2694.3257
69.56382,4050.489
63.835007,2651.6611
57.86969,2423.9395
20.873148,2335.0557
48.435352,3038.408
98.55297,2637.1282
50.589245,3029.1003
79.82928,3085.1194
102.01788,2567.1335
115.484695,2314.2285
89.87566,2546.3796
65.03222,2491.7673
55.866783,2293.5217
17.22519,1375.2513
55.08361,3382.4924
101.31723,2512.634
99.22738,4687.4927
9.921918,905.23486
24.825054,1345.1324
65.61457,4537.293
40.383286,2285.0835
76.824684,4310.838
103.29042,2569.3816
43.956734,2125.292
26.28909,1345.0964
73.416,2528.313
75.64891,3649.7134
22.587297,1418.0641
13.146699,916.38763
37.188534,2282.292
80.97606,3027.643
15.760615,2225.6196
36.540092,2045.8853
92.30009,2606.3584
110.60696,2949.1072
68.47298,3395.811
43.835205,2453.631
10.633631,1026.775
29.123625,1695.7365
48.243824,3021.8384
90.71823,2763.0103
94.853096,3094.1096
74.2522,2423.6863
75.69273,2587.8462
9.395409,796.62006
37.313583,2390.6946
82.686195,3476.2358
59.53792,2946.7273
57.006653,2326.1035
124.44642,3619.925
82.37583,3667.785
86.31647,2724.4817
32.06796,1960.7092
80.34205,1941.0562
89.69641,2163.6008
16.897018,1568.5792
18.819572,1516.7847
52.788105,1992.8965
64.65018,2956.793
44.308605,4796.43
109.55725,2385.4163
36.234676,1789.1978
44.173393,2869.239
38.31534,2019.8096
20.186071,258.089
37.268013,2093.4497
4.968693,802.6055
45.177765,3684.4233
69.18298,3044.5134
34.932587,2547.165
97.153366,3079.1511
6.204418,832.4689
68.59854,2880.0522
28.45786,1672.9508
8.338732,1632.756
94.77371,2712.8042
8.838287,1333.3413
57.28521,2453.429
61.230892,2333.579
77.21275,2103.737
86.360695,4559.09
28.217028,2126.156
65.550705,4141.9033
24.225441,1753.1445
45.576916,2704.2712
79.18478,3230.0447
91.48515,2712.4543
47.260746,2781.6748
49.82087,2500.2812
4.010934,1100.9651
47.502213,2267.5012
105.756424,3417.197
110.04256,2994.6091
24.58498,1373.5721
64.385254,3229.0361
26.441267,1595.3433
89.891525,2439.5115
78.62184,3028.5127
11.322306,1293.3102
76.98236,1763.2415
20.124321,1781.9099
51.35717,2385.4753
91.42999,3600.1665
66.43844,2772.2207
104.46552,3232.8262
14.275561,1222.6754
6.702698,1824.166
33.53665,1959.116
16.601671,1650.6023
39.823704,2341.3232
50.565254,2232.55
15.355922,1487.801
18.386427,2058.9321
91.20263,3334.2798
61.56828,1766.4418
87.9165,3641.8699
58.71134,3585.2107
61.16871,2155.5283
64.74629,2965.1548
50.573322,2136.6562
69.97767,2917.591
83.676956,3430.4753
118.12317,3407.4053
76.69431,1893.4492
35.37983,2140.1746
126.75111,3807.5562
70.6418,2226.99
66.3065,4614.5513
87.39126,3709.2053
14.115509,1307.6212
60.516872,2028.9072
22.124332,1155.3282
43.410072,2371.7544
35.297173,2960.8486
54.850002,3552.5835
79.06629,3165.6934
54.36056,2597.6167
81.730446,3943.2812
105.95304,3700.5764
84.56776,4415.176
66.37316,2505.931
31.236818,2461.1084
4.259114,823.3597
45.63899,1777.0547
81.97704,3707.5894
14.237714,1374.8823
13.836348,1752.2286
67.96081,2854.2686
84.34859,2458.346
15.103294,1679.8901
89.341286,2865.4001
31.645191,1919.2158
73.521774,2814.5847
21.937044,1684.1069
50.630623,2091.2053
58.875706,3265.298
49.85423,2864.4983
46.0065,1838.5043
35.990627,2544.2273
17.630638,1561.1074
12.044167,1668.4314
5.529182,1716.084
84.53666,2934.1682
14.644291,1671.2743
93.86003,2827.0535
107.56822,2712.4685
28.746727,652.5727
3.9672766,986.26807
20.738298,1678.5392
114.717445,2747.2815
29.416,1568.2078
27.881132,857.4543
58.436687,2280.3271
90.48652,2853.7388
81.43288,3314.9233
81.58556,4367.746
3.9290025,605.5443
109.514725,2088.5112
6.0462546,1218.7233
66.6684,2327.8174
7.3242416,1112.5345
52.476006,2386.263
80.047,3502.1265
29.195583,2040.5254
14.665366,1521.3197
84.2044,2987.4685
51.62691,2307.7908
11.658234,1065.1086
16.790428,1548.9761
64.59509,2269.0957
53.136303,2654.2373
89.305916,3533.8179
10.092359,960.2052
15.13195,1429.7811
28.401733,2370.6792
92.1243,2574.7988
108.20121,4254.1577
28.848898,2272.948
15.467633,1458.2346
24.459703,2554.7192
57.438713,2272.698
57.729412,3081.3809
103.68255,2693.5347
44.61498,1724.6392
16.01673,2046.2263
60.08667,3336.7522
13.368782,1728.364
81.247505,2651.0427
98.965195,3344.0225
57.579716,2650.4407
76.64949,2813.868
40.03493,1976.1582
70.3787,3334.9077
49.344433,1800.6453
54.288147,4173.1826
36.571793,2023.5728
35.076385,2013.9629
17.93251,1400.2052
24.212908,2033.2823
19.040588,1686.3065
102.08758,3657.7563
64.35595,3865.2043
35.110973,1618.6968
25.751442,1176.5365
39.974163,2151.94
79.09162,2714.4756
100.69647,3139.2114
99.34246,2585.4207
57.971195,2008.6611
9.332127,1260.9633
64.29958,2049.5671
118.17498,3029.8108
6.317049,757.8206
95.4148,2504.5344
51.891956,2766.1292
30.181396,1391.6188
47.076492,3205.7168
39.286636,2500.988
55.242664,1693.2562
76.7751,2736.646
51.4056,2507.976
70.8321,2147.215
69.828995,2621.5864
81.586876,2599.004
48.026196,2591.5398
113.68907,3936.446
6.1307263,1216.5627
2.7969947,550.8621
8.044536,1461.8533
10.218577,1704.8971
44.922188,2081.425
39.50559,2285.1675
18.195684,1626.9087
61.843937,3043.2422
12.1443615,1612.222
52.5628,2678.785
66.54458,3451.6863
11.690398,1311.6835
100.27276,3461.182
7.820605,851.82733
7.6592975,1576.9388
37.462524,1584.1986
60.565437,2960.2678
62.146515,1720.6974
23.616547,1671.9224
32.431896,1541.415
93.24775,2695.0544
38.838894,2431.206
27.67669,3131.866
26.486502,1906.2947
43.070103,3572.1118
94.30368,2488.0317
71.13278,2824.5627
85.321075,3557.1128
93.21059,3760.8738
114.03781,1662.5359
49.68234,2121.573
27.34895,1971.0931
16.576197,1298.1006
45.742462,2105.316
20.974083,1244.7761
42.22046,2583.7734
62.860264,2466.758
55.073994,1421.614
43.3191,2578.1733
12.383319,998.6736
91.392395,3781.701
115.332,2827.1316
8.538867,1391.0914
29.900848,1525.1405
84.41352,3495.894
48.437557,2232.5144
102.45983,2928.3777
109.79182,3046.694
12.855089,1501.938
61.52291,3356.2305
118.9373,3363.288
2.8016918,954.2132
19.069563,1758.3193
32.067078,2422.7896
49.9444,3136.583
33.084236,2676.7927
89.19331,4018.3093
79.16973,1666.4137
80.41356,3183.234
18.255003,1965.4427
48.69049,1811.928
40.3845,1965.4102
104.418816,2502.1382
30.766481,2000.6876
32.775803,2839.955
16.511377,1307.1343
17.500313,1480.4797
27.963112,2236.4824
50.697945,1670.387
58.781513,3109.7683
55.552315,2402.6743
12.851682,1047.5774
41.84449,2053.8306
94.72699,3314.0325
42.033627,2308.6367
80.97177,3087.1814
100.83921,3062.8992
90.151344,3517.555
40.085175,1916.4664
63.021202,2123.0486
27.21886,994.4448
19.708242,2077.3738
95.17107,3255.2322
100.38992,3259.8262
6.5041804,937.33185
24.978933,1669.7122
115.404205,3714.7725
15.174071,1003.93414
8.5404005,1530.2273
48.2586,1432.7678
80.81916,2572.027
29.259604,1755.1168
104.31043,2058.1711
3.2273183,924.968
1.8381747,1305.1635
18.040632,1767.7405
32.869488,1930.9548
59.263493,3740.633
115.7397,2911.9634
6.3325686,1295.7046
109.82071,2987.217
31.775583,1944.1475
32.632877,1353.9297
48.665462,2391.6604
87.07702,2218.3577
4.8454227,1174.0392
87.79241,2589.5667
3.4960644,876.0093
95.91814,3420.1848
33.719124,1993.3947
21.407703,1651.867
37.172104,2288.3818
99.91295,3600.617
31.43578,1704.0708
102.26499,3390.744
53.29018,3171.241
75.323975,4335.864
36.47838,2201.714
48.221313,2049.154
18.966476,1590.7379
41.159153,2873.8894
22.742195,1565.2852
21.426418,1562.8003
15.137321,1414.918
62.871597,3548.923
80.49899,3628.8196
23.871284,2057.472
18.278551,1785.2568
5.2250757,1132.0236
50.5255,2822.1018
90.19542,3937.9998
108.058426,2993.0815
82.577255,3499.8535
88.94861,3068.5342
7.196138,818.7128
80.87772,2870.4426
77.06992,3134.0876
51.551884,2385.612
35.593704,1754.2867
60.21152,3260.8962
9.250619,2283.9937
22.158092,1630.0569
30.043612,1927.4614
57.74745,2207.7903
39.66766,2765.2324
32.036743,2721.9248
87.59576,2692.9766
63.27163,3261.6387
68.02369,1697.5902
105.298294,3494.6226
108.188286,2231.907
24.348099,1571.2477
13.462609,1812.9384
79.27153,3667.7617
87.56422,2766.2024
37.247387,1783.9961
66.841225,3197.3896
22.874025,1764.5859
75.57178,267.63184
87.377686,2806.3137
2.7270112,663.4644
31.395369,1491.3588
31.36166,1324.7385
41.047283,1759.4105
79.757675,2748.4233
99.769485,3256.1255
28.311268,1124.754
10.112074,1383.442
8.939774,810.071
77.95216,3496.2766
29.232079,2592.7803
30.924221,1415.9103
35.900448,1817.7881
43.91198,3127.0288
56.071167,2755.2651
86.846664,3267.7686
51.687443,3566.2095
29.516983,2858.2024
113.67083,2395.5146
20.446722,1191.3862
27.976448,1772.56
77.12549,2824.4045
104.76902,2484.5432
120.13436,3381.4045
22.383997,2373.272
87.98235,4102.565
107.04594,3436.8794
67.88569,3161.5938
65.481575,2427.2104
12.237092,1117.4601
15.429422,1908.1051
49.98526,2721.8726
107.14639,3292.9
22.929214,869.7313
73.65672,2947.7065
101.88689,2699.19
23.049295,1661.3867
39.645233,2663.5342
23.013624,1537.2946
34.2583,1875.6583
33.305225,2643.39
80.99887,1739.1725
20.15192,1977.465
82.006546,3882.507
35.541924,1823.0483
23.024332,2028.0096
12.71493,1117.3065
104.80394,2852.5713
85.38774,2711.0713
36.16374,2150.9844
10.381492,1391.1538
110.37835,2912.3735
10.53765,2186.9636
52.102036,1936.1482
38.89637,1816.5028
11.502982,1398.2562
7.168047,1301.0297
78.12274,2322.375
10.261,1427.454
42.213562,1514.3619
83.486,2921.926
100.49133,2063.498
8.621135,1512.0582
86.59877,3776.8884
10.054,1625.5317
14.570782,1273.9447
47.30243,2482.469
82.649185,1828.3386
73.74006,2548.2983
55.40097,2635.643
46.245426,2351.575
116.43052,4104.5034
95.8521,3308.6392
11.509901,2018.761
87.78625,2727.9675
1.7578347,581.08905
79.90208,4174.9307
45.686966,1747.4583
26.410212,2215.8076
112.21032,4021.7166
6.728138,1951.7427
74.955475,4170.2915
44.225266,1702.1912
107.14496,3461.768
34.142952,1869.2783
65.968414,2498.154
85.63252,3206.2283
80.91456,3409.4412
59.563095,2180.8967
84.04765,2572.4807
6.823375,1466.283
80.206184,1956.8025
135.9194,3518.0671
69.37459,1718.0923
61.309998,3597.12
70.576805,2555.9138
80.10742,2411.621
77.29393,2467.822
14.853383,2345.6316
63.631447,3270.4102
101.826454,2658.634
40.24264,1911.4879
71.8739,2699.7751
28.036827,2318.1152
50.787125,2549.607
3.8660126,828.2853
14.890799,1797.4048
103.51364,3255.6118
8.568808,1581.3732
67.7307,2567.1538
45.22585,2184.2515
45.58961,2868.5315
78.275986,1867.9221
51.095154,2426.7502
7.427223,1253.3553
139.19165,3058.1743
36.496357,2223.415
37.33555,1472.5168
41.83488,2054.5195
15.356833,1616.4211
104.71596,2229.0044
17.816946,2313.9316
70.87385,2074.5938
101.32515,2726.073
73.37341,3346.0251
76.23856,2927.0383
26.974638,1581.1478
23.259638,2011.6969
78.029655,4048.0261
12.731308,1145.2001
13.125652,1779.821
99.60492,3391.1643
28.627378,2121.6362
69.04046,2290.0754
90.745445,1853.3809
58.02352,1731.4105
92.11456,3628.4148
35.657524,2782.4067
62.343098,4043.8196
10.689081,1378.0688
131.74847,3185.1677
40.754227,2760.2644
81.8164,3979.041
42.620193,3260.9866
50.39027,2327.584
78.27458,2683.4412
92.650314,3233.056
38.300705,2478.2925
22.37243,953.5332
6.595276,763.4157
99.38802,2156.7424
103.73463,2821.8765
51.17072,3908.8787
31.658869,1311.9456
112.74585,3051.9263
64.14704,2622.9385
57.847534,2205.9124
36.56515,2071.078
72.50602,3339.1277
108.016884,2853.4436
75.00588,3671.9165
20.852684,2035.1052
62.23694,3783.063
7.0642667,1410.7175
52.08728,3720.779
82.33431,2393.581
77.63757,3593.8428
18.700253,1137.2197
75.48657,3045.4521
62.43457,1663.9486
85.91773,2377.1118
3.4896047,995.95123
122.87858,2695.6355
6.2982135,694.7735
15.422211,1395.5315
67.69397,4302.3447
82.64955,3949.5015
52.07057,2734.456
23.17255,1737.4489
97.80479,3368.1772
73.02174,3361.793
95.34537,2652.6204
33.595623,1984.7915
78.508446,4718.8647
76.26577,2510.15
3.9380846,863.4337
73.54897,2899.8188
49.933117,2962.7263
88.705284,2351.2722
63.710514,3012.4595
50.109573,3135.6934
18.182093,2190.4944
101.25666,2732.6794
41.511078,2838.664
12.376656,1646.357
69.27673,3987.7563
59.908543,4241.4214
34.53247,2615.5405
67.345024,2555.603
4.2489023,973.01404
78.13761,2228.3694
57.658356,4689.6265
13.644642,1390.8339
38.598694,2415.3538
24.530348,1656.1582
46.940098,2862.3008
64.3496,4935.705
50.19807,2979.223
35.8452,2496.579
57.060486,2189.784
13.074341,1686.248
19.992872,2047.1753
73.8041,2862.2769
77.3222,2899.7117
17.31782,1796.8102
81.149254,4171.559
75.38179,2535.976
67.01465,2406.0544
86.2037,3483.5708
101.82871,2953.8804
30.948277,2781.1357
103.43301,2441.599
96.50958,4416.006
4.005296,1249.8955
30.705242,2432.9185
46.905804,3015.9304
11.13529,1599.6168
42.992653,2302.903
37.332962,2290.876
75.158424,1595.0004
82.59848,2679.194
19.100594,1668.0544
8.94271,1335.492
96.9583,2977.3926
85.12903,2360.1963
68.00527,3300.1987
2.4229724,1226.053
101.32128,2523.1396
92.07628,1598.4971
17.643833,1706.1893
35.440693,3184.7065
115.42764,3857.4172
82.05041,3428.1848
40.460587,2204.5776
28.664747,1148.266
88.389885,3554.5776
72.755066,2142.9038
15.603724,1586.7195
3.2759442,979.54987
76.75676,4037.2913
71.43854,2213.5518
45.20016,2213.2058
102.12333,173.28629
16.633488,1244.2109
106.803185,2939.5457
109.05974,3367.9915
118.33536,476.55093
52.866165,2674.8328
21.998014,1360.8074
83.34333,2524.4688
69.02363,2330.197
72.92287,3999.9973
97.263504,3143.4473
128.36002,2428.8828
42.77327,2753.9407
68.723015,1667.8298
98.57646,2996.5364
76.65495,4009.1606
96.25512,2200.0393
50.489025,1321.2925
58.85066,2397.3462
86.83088,3819.5872
22.83808,1232.6737
36.88402,2006.2311
12.601922,1390.383
30.725752,1728.4966
98.64726,2795.5093
55.09615,3105.9697
71.28465,2489.616
26.753696,2361.2969
3.2708607,691.34033
12.973607,1405.4913
4.527486,1021.7112
73.872055,2677.1138
122.70764,4322.416
86.69273,4122.593
81.25537,1979.2903
8.078136,983.51886
1.7724944,901.41364
29.392359,1496.7817
61.854996,2840.6187
73.31462,3491.8782
67.48845,3382.526
22.249325,2104.2761
86.905396,3238.1533
29.751915,1961.4495
48.81503,1955.4133
21.829227,2341.683
29.23153,1669.1769
107.493286,1523.7091
107.24582,3739.4326
36.44018,2290.9822
11.637465,1304.8635
63.32075,2882.6409
44.660255,2556.27
65.651115,1662.7654
3.0947104,526.296
54.304646,2798.217
17.861694,1645.0176
9.019872,980.9583
91.64988,2802.4043
42.298546,2262.2485
5.4633493,946.687
51.97071,2877.2776
85.1788,3557.9187
78.18736,3109.7605
21.866232,2657.3916
54.41293,2264.8372
33.740562,2330.2114
